andy,billie,cat,council,cultivated,eilish,extract,file,japanese,john,jpg,melbourne,simnett,straw,tokyo,uploads,usd,whey,william,wp
0.0,-0.08657457012065883,-0.14736007839136303,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,6.386413363169349,-0.1499923475244192,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,4.576575162113828,-0.1238864322168362,-0.11929598141045543,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
0.0,-0.08657457012065883,-0.14736007839136303,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,7.042419569658043,-0.1499923475244192,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,6.731085930739722,-0.1238864322168362,-0.11929598141045543,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
0.0,-0.08657457012065883,-0.14736007839136303,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,-0.1736487017175956,-0.1499923475244192,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,-0.1633485288631397,-0.1238864322168362,-0.11929598141045543,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
0.0,-0.08657457012065883,-0.14736007839136303,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,-0.1736487017175956,-0.1499923475244192,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,-0.1633485288631397,-0.1238864322168362,-0.11929598141045543,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
0.0,-0.08657457012065883,-0.14736007839136303,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,-0.1736487017175956,-0.1499923475244192,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,-0.1633485288631397,-0.1238864322168362,-0.11929598141045543,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
0.0,-0.08657457012065883,-0.14736007839136303,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,-0.1736487017175956,-0.1499923475244192,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,-0.1633485288631397,-0.1238864322168362,-0.11929598141045543,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
0.0,-0.08657457012065883,-0.14736007839136303,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,-0.1736487017175956,-0.1499923475244192,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,-0.1633485288631397,-0.1238864322168362,-0.11929598141045543,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
0.0,-0.08657457012065883,-0.14736007839136303,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,-0.1736487017175956,-0.1499923475244192,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,-0.1633485288631397,-0.1238864322168362,-0.11929598141045543,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
0.0,-0.08657457012065883,-0.14736007839136303,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,-0.1736487017175956,-0.1499923475244192,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,-0.1633485288631397,-0.1238864322168362,11.900501560213726,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
0.0,-0.08657457012065883,0.46199375928103004,-0.08255565234908671,-0.08360369093281636,-0.08931586376178662,-0.1608168802256692,-0.1082265204903626,-0.1736487017175956,4.221213208901511,-0.133824725016409,-0.08111071056538126,-0.1397472832799462,-0.08477941276310372,-0.1633485288631397,-0.1238864322168362,-0.11929598141045543,-0.10642847102163032,-0.10644925908246991,-0.12744366405106378
